conversation_id,comment_number,comment,response
20,186,"And, and there's something about listening to water run that's relaxing to the soul <static>.",Yeah.
20,187,Yeah.,"You know, if you're, if you're just sitting on a nice hot lake, -"
20,188,"You know, if you're, if you're just sitting on a nice hot lake, -","Yeah. The only thing you've got to watch is when that creek comes up. We camped next to one, one time when we were there a couple of summers ago. And we figured we were up a long way off. And then it rained that night, and we thought, well, wonder how far off we are? And we got up the next day, and that creek that had been fifty or sixty feet from our site of our tent was now about three feet away <laughter>."
20,189,"Yeah. The only thing you've got to watch is when that creek comes up. We camped next to one, one time when we were there a couple of summers ago. And we figured we were up a long way off. And then it rained that night, and we thought, well, wonder how far off we are? And we got up the next day, and that creek that had been fifty or sixty feet from our site of our tent was now about three feet away <laughter>.",<Laughter>.
20,190,<Laughter>.,"And it's like, oh, well, maybe we ought to move just a touch. So, that was kind of funny."
20,191,"And it's like, oh, well, maybe we ought to move just a touch. So, that was kind of funny.","Yeah, it, it is interesting to watch that water rise all of a sudden."
20,192,"Yeah, it, it is interesting to watch that water rise all of a sudden.","Yeah, I just love the way it looks. I could almost just watch the wa-, - we, in fact, we have gotten out on, on trips before and just stopped and watched it because there was so much, and if you were there. I mean, it was, - one time we were there, and I guess it was late May, so it was really your spring almost,"
20,193,"Yeah, I just love the way it looks. I could almost just watch the wa-, - we, in fact, we have gotten out on, on trips before and just stopped and watched it because there was so much, and if you were there. I mean, it was, - one time we were there, and I guess it was late May, so it was really your spring almost,",Uh-huh.
20,194,Uh-huh.,"you know, at, even though it was, it was really summer down here. And, and the, I guess the creek, the mountains were really starting to melt, and the creek was just wild, just running. And, and all the white water and noise and the, - it was just beautiful."
20,195,"you know, at, even though it was, it was really summer down here. And, and the, I guess the creek, the mountains were really starting to melt, and the creek was just wild, just running. And, and all the white water and noise and the, - it was just beautiful.","Yeah. I-, it gets f-, foamy almost."
20,196,"Yeah. I-, it gets f-, foamy almost.",Uh-huh.
20,197,Uh-huh.,And you know it's just pure and pristine.
20,198,And you know it's just pure and pristine.,Yeah.
20,199,Yeah.,"And the froth and, -"
21,2,"Well thanks for being home, uh, on the weekend, I, uh, I'm actually working at night and, uh, there very few people that are on the list for calls, uh, on the weekends nights.","Uh-huh, yeah, well sometimes I'm home and sometimes I'm not, but if I am it's always fun to talk."
21,3,"Uh-huh, yeah, well sometimes I'm home and sometimes I'm not, but if I am it's always fun to talk.","Are, are you part of the school system out there?"
21,4,"Are, are you part of the school system out there?","I am, as a matter of fact. I'm at, uh, North Carolina State."
21,5,"I am, as a matter of fact. I'm at, uh, North Carolina State.","Uh, the reason I said that because I've had about, uh, three calls and my daughter had one, too, from different students out of North Carolina. I guess they pass the names amongst your computer students, or whatever."
21,6,"Uh, the reason I said that because I've had about, uh, three calls and my daughter had one, too, from different students out of North Carolina. I guess they pass the names amongst your computer students, or whatever.","Yeah, I think I was the one who did that actually."
21,7,"Yeah, I think I was the one who did that actually.","Oh is that ri-, - great, great."
21,8,"Oh is that ri-, - great, great.","Yeah, I had a, uh, - I teach a course in Voice I O Systems."
21,9,"Yeah, I had a, uh, - I teach a course in Voice I O Systems.","Oh, is that right? That's wonderful."
21,10,"Oh, is that right? That's wonderful.","So, I know, uh, you know, I know about this project, so I got my students to sign up and, uh, apparently a number of them have been participating."
21,11,"So, I know, uh, you know, I know about this project, so I got my students to sign up and, uh, apparently a number of them have been participating.","Oh, yeah, I talked to one, we're not on the subject. Of course, I talked to one, I think he had a whole bunch of calls. He had a roommate that had calls and everything."
21,12,"Oh, yeah, I talked to one, we're not on the subject. Of course, I talked to one, I think he had a whole bunch of calls. He had a roommate that had calls and everything.",Uh-huh.
21,13,Uh-huh.,"He had way more, twice as many calls as, as I've made, uh, and I, I'm, - of course, we at T I just hoping it works out that the new products that they come out will, uh, sell like gang books, bu-, busters, really."
21,14,"He had way more, twice as many calls as, as I've made, uh, and I, I'm, - of course, we at T I just hoping it works out that the new products that they come out will, uh, sell like gang books, bu-, busters, really.",Yeah.
21,15,Yeah.,"Okay, you first on the subject, wha-, what do you think, about Latin"
21,16,"Okay, you first on the subject, wha-, what do you think, about Latin","America? 
"
21,17,"America? 
","Uh, let's see, the subject is, Latin America."
21,18,"Uh, let's see, the subject is, Latin America.","Latin America, yeah."
21,19,"Latin America, yeah.","I don't know whether I have any real profound thoughts about that, I actually wa-, was planning a trip to Latin America and I got warned off by some people. They say Peru can't be traveled to and the crime rate in Brazil makes it not a pleasant place to go and so on and so forth."
21,20,"I don't know whether I have any real profound thoughts about that, I actually wa-, was planning a trip to Latin America and I got warned off by some people. They say Peru can't be traveled to and the crime rate in Brazil makes it not a pleasant place to go and so on and so forth.","Oh, really. T I had a place, I'm not too sure, I don't think they do anymore, down, - I think it was Campinas, I'm not sure and, uh, I guess we were selling parts to the automotive industry, or whatever. And they had quite a few, uh, locations, not quite a few, several, in Latin America. I think the one in New Mexico is closed and I think the one in, in Brazil is closed, but I, I don't know why that is a problem down there and I guess the crime rate is terrible up here too and, uh, an some people say go to New York, but I don't, I don't have an answer to the crime rate. It's sad. That is a sad situation. I, I'd like to go down to Mexico, you know, and I keep hearing that, you know, the government and, and the crime rates pretty high too, that, that is sad."
21,21,"Oh, really. T I had a place, I'm not too sure, I don't think they do anymore, down, - I think it was Campinas, I'm not sure and, uh, I guess we were selling parts to the automotive industry, or whatever. And they had quite a few, uh, locations, not quite a few, several, in Latin America. I think the one in New Mexico is closed and I think the one in, in Brazil is closed, but I, I don't know why that is a problem down there and I guess the crime rate is terrible up here too and, uh, an some people say go to New York, but I don't, I don't have an answer to the crime rate. It's sad. That is a sad situation. I, I'd like to go down to Mexico, you know, and I keep hearing that, you know, the government and, and the crime rates pretty high too, that, that is sad.",Yeah.
21,22,Yeah.,"Uh, not that we can, uh, sell any great program we have with crime, but, uh. I think, uh, I'm kind of like you, I don't have any strong opinions on it. I guess maybe that's our biggest problem we have with our, our neighbors down there is that we don't have any. We have more, I guess ties, we in the United States have more ties to Europe and everything and we don't really, aren't that close to everyone in South America. I don't really know why though."
21,23,"Uh, not that we can, uh, sell any great program we have with crime, but, uh. I think, uh, I'm kind of like you, I don't have any strong opinions on it. I guess maybe that's our biggest problem we have with our, our neighbors down there is that we don't have any. We have more, I guess ties, we in the United States have more ties to Europe and everything and we don't really, aren't that close to everyone in South America. I don't really know why though.","Yeah, I, I don't understand it either, although I, I think a lot of South"
